State,Locality/Suburb,Postcode,Electorate,Redistributed Electorate,Other Locality(s),Unnamed: 6
NSW,ROCKY RIVER,2372,New England,,,
NSW,ROSSGOLE,2336,New England,,,
NSW,ROUCHEL,2336,New England,,,
NSW,ROUCHEL BROOK,2336,New England,,,
NSW,RUBY CREEK,2372,New England,,,
NSW,RUSHES CREEK,2346,New England,,,
NSW,SALISBURY PLAINS,2358,New England,,,
NSW,SANDY CREEK,2338,New England,,,
NSW,SANDY FLAT,2372,New England,,,
NSW,SANDY HILL,2372,New England,,,
NSW,SAPPHIRE,2360,New England,,,
NSW,SAUMAREZ,2350,New England,,,
...1112131415...,...1112131415...,...1112131415...,...1112131415...,...1112131415...,...1112131415...,
...,11,12,13,14,15,...
NSW,SAUMAREZ PONDS,2350,New England,,,
NSW,SCONE,2337,New England,,,
NSW,SCOTTS CREEK,2338,New England,,,
NSW,SEGENHOE,2337,New England,,,
NSW,SHANNON VALE,2370,New England,,,
NSW,SILENT GROVE,2372,New England,,,
NSW,SOMERTON,2340,New England,,,
NSW,SOUTH GUYRA,2365,New England,,,
NSW,SOUTH TAMWORTH,2340,New England,,,
NSW,SPRING MOUNTAIN,2360,New England,,,
NSW,SPRING RIDGE,2343,New England,,,
NSW,STANBOROUGH,2360,New England,,,
NSW,STANNIFER,2369,New England,,,
NSW,STANNUM,2371,New England,,,
NSW,STEWARTS BROOK,2337,New England,,,
NSW,STONEHENGE,2370,New England,,,
NSW,SUNNYSIDE,2372,New England,,,
NSW,SWAN VALE,2370,New England,,,
NSW,SWANBROOK,2360,New England,,,
NSW,TABULAM,2469,New England,,,
...1112131415...,...1112131415...,...1112131415...,...1112131415...,...1112131415...,...1112131415...,
...,11,12,13,14,15,...
NSW,TAMBAR SPRINGS,2381,New England,,,
NSW,TAMINDA,2340,New England,,,
NSW,TAMWORTH,2340,New England,,,
NSW,TENTERDEN,2365,New England,,,
NSW,TENTERFIELD,2372,New England,,,
NSW,TEXAS,4385,New England,,,
NSW,THALGARRAH,2350,New England,,,
NSW,THE GULF,2365,New England,,,
NSW,THIRLDENE,2347,New England,,,
NSW,TILBUSTER,2350,New England,,,
NSW,TIMBARRA,2372,New England,,,
NSW,TIMBUMBURI,2340,New England,,,
NSW,TIMOR,2338,New England,,,
NSW,TINGHA,2369,New England,,,
NSW,TINTINHULL,2352,New England,,,
NSW,TOMALLA,2337,New England,,,
NSW,TOOLOOM,2475,New England,,,
NSW,TORRINGTON,2371,New England,,,
NSW,TORRYBURN,2358,New England,,,
NSW,TUBBAMURRA,2365,New England,,,
...1112131415...,...1112131415...,...1112131415...,...1112131415...,...1112131415...,...1112131415...,
...,11,12,13,14,15,...
NSW,TURILL,2850,New England,,,
NSW,TWIN RIVERS,4385,New England,,,
NSW,UNDERCLIFFE,2372,New England,,,
NSW,UPPER BINGARA,2404,New England,,,
NSW,UPPER DARTBROOK,2336,New England,,,
NSW,UPPER HORTON,2347,New England,,,
NSW,UPPER MANILLA,2346,New England,,,
NSW,UPPER ROUCHEL,2336,New England,,,
NSW,UPPER TOOLOOM,2475,New England,,,
NSW,URALLA,2358,New England,,,
NSW,URBENVILLE,2475,New England,,,
NSW,WALCHA,2354,New England,,,
NSW,WALCHA ROAD,2354,New England,,,
NSW,WALLABADAH,2343,New England,,,
NSW,WALLAMORE,2340,New England,,,
NSW,WALLANGRA,2360,New England,,,
NSW,WANDERA,2360,New England,,,
NSW,WANDSWORTH,2365,New England,,,
NSW,WARDS MISTAKE,2350,New England,,,
NSW,WARRAH,2339,New England,,,
...1415161718,...1415161718,...1415161718,...1415161718,...1415161718,...1415161718,
...,14,15,16,17,18,
NSW,WARRAH CREEK,2339,New England,,,
NSW,WARRAH RIDGE,2343,New England,,,
NSW,WARRAL,2340,New England,,,
NSW,WATSONS CREEK,2355,New England,,,
NSW,WAVERLY,2337,New England,,,
NSW,WEABONGA,2340,New England,,,
NSW,WELLINGROVE,2370,New England,,,
NSW,WELLINGTON VALE,2371,New England,,,
NSW,WERRIS CREEK,2341,New England,,,
NSW,WEST TAMWORTH,2340,New England,,,
NSW,WESTDALE,2340,New England,,,
NSW,WHITLOW,2404,New England,,,
NSW,WILLOW TREE,2339,New England,,,
NSW,WILLSONS DOWNFALL,2372,New England,,,
NSW,WINDY,2343,New England,,,
NSW,WINGEN,2337,New England,,,
NSW,WINTON,2344,New England,,,
NSW,WOLLOMOMBI,2350,New England,,,
NSW,WOLLUN,2354,New England,,,
NSW,WONGO CREEK,2346,New England,,,
...1415161718,...1415161718,...1415161718,...1415161718,...1415161718,...1415161718,
...,14,15,16,17,18,
NSW,WONGWIBINDA,2350,New England,,,
NSW,WOODENBONG,2476,New England,,,
NSW,WOODSIDE,2372,New England,,,
NSW,WOODSREEF,2347,New England,,,
NSW,WOODSTOCK,2360,New England,,,
NSW,WOOLBROOK,2354,New England,,,
NSW,WOOLOMIN,2340,New England,,,
NSW,WOOLOOMA,2337,New England,,,
NSW,WYLIE CREEK,2372,New England,,,
NSW,YANNERGEE,2343,New England,,,
NSW,YARRAMAN,2343,New England,,,
NSW,YARROWFORD,2370,New England,,,
NSW,YARROWITCH,2354,New England,,,
NSW,YARROWYCK,2358,New England,,,
NSW,YELLOW DAM,2371,New England,,,
NSW,YETMAN,2410,New England,,,
...1415161718,...1415161718,...1415161718,...1415161718,...1415161718,...1415161718,
...,14,15,16,17,18,
